"Id","Url","ImageUrl","Name","Symbol","CoinName","FullName","Algorithm","ProofType","FullyPremined","TotalCoinSupply","PreMinedValue","TotalCoinsFreeFloat","SortOrder","Sponsored","IsTrading"
"4321","/coins/42/overview","/media/12318415/42.png","42","42","42 Coin","42 Coin (42)","Scrypt","PoW/PoS","0","42","N/A","N/A","34",false,true
"749869","/coins/300/overview","/media/27010595/300.png","300","300","300 token","300 token (300)","N/A","N/A","0","300","N/A","N/A","2212",false,true
"33639","/coins/365/overview","/media/352070/365.png","365","365","365Coin","365Coin (365)","X11","PoW/PoS","0","2300000000","N/A","N/A","916",false,true
"21227","/coins/404/overview","/media/351001/404.png","404","404","404Coin","404Coin (404)","Scrypt","PoW/PoS","0","532000000","N/A","N/A","602",false,true
"20909","/coins/611/overview","/media/350985/611.png","611","611","SixEleven","SixEleven (611)","SHA256","PoW","0","611000","N/A","N/A","586",false,true
"28223","/coins/808/overview","/media/351513/808.png","808","808","808","808 (808)","SHA256","PoW/PoS","0","N/A","N/A","N/A","750",false,true
"29462","/coins/888/overview","/media/351639/888.png","888","888","Octocoin","Octocoin (888)","N/A","PoW","0","135776563","N/A","N/A","811",false,true
"20824","/coins/1337/overview","/media/350976/1337.png","1337","1337","1337","1337 (1337)","X13","PoW/PoS","0","314159265359","N/A","N/A","577",false,true
"3744","/coins/2015/overview","/media/20180/2015.png","2015","2015","2015 coin","2015 coin (2015)","X11","PoW/PoS","0","0","N/A","N/A","33",false,true
"4432","/coins/doge/overview","/media/19684/doge.png","DOGE","DOGE","Dogecoin","Dogecoin (DOGE)","Scrypt","PoW","0","N/A","N/A","N/A","8",false,true
"24854","/coins/zec/overview","/media/351360/zec.png","ZEC","ZEC","ZCash","ZCash (ZEC)","Equihash","PoW","0","21000000","N/A","N/A","9",false,true
"5039","/coins/bts/overview","/media/20705/bts.png","BTS","BTS","Bitshares","Bitshares (BTS)","SHA-512","PoS","1","2511953117","N/A","N/A","10",false,true
"4430","/coins/dgb/overview","/media/12318264/7638-nty_400x400.jpg","DGB","DGB","DigiByte","DigiByte (DGB)","Multiple","PoW","0","21000000000","N/A","N/A","11",false,true
"4400","/coins/btcd/overview","/media/19630/btcd_1.png","BTCD","BTCD","BitcoinDark","BitcoinDark (BTCD)","SHA256","PoW/PoS","0","22000000","N/A","N/A","13",false,true
"2349","/coins/ppc/overview","/media/19864/peercoin-logo.png","PPC","PPC","PeerCoin","PeerCoin (PPC)","N/A","N/A","0","N/A","N/A","N/A","14",false,true
"4425","/coins/craig/overview","/media/20022/craig.png","CRAIG","CRAIG","CraigsCoin","CraigsCoin (CRAIG)","X11","PoS","0","30000000","N/A","N/A","15",false,true
"5023","/coins/xbs/overview","/media/351060/xbs_1.png","XBS","XBS","Bitstake","Bitstake (XBS)","X11","PoW/PoS","0","1300000","N/A","N/A","16",false,true
"5030","/coins/xpy/overview","/media/20076/xpy_1.png","XPY","XPY","PayCoin","PayCoin (XPY)","SHA256","PoS","0","12500000","N/A","N/A","17",false,true
"3638","/coins/prc/overview","/media/20393/prc.png","PRC","PRC","ProsperCoin","ProsperCoin (PRC)","Scrypt","PoW","0","21000000","N/A","N/A","18",false,true
"3639","/coins/ybc/overview","/media/19975/ybc.png","YBC","YBC","YbCoin","YbCoin (YBC)","Multiple","N/A","0","200000000","N/A","N/A","19",false,true
"3640","/coins/dank/overview","/media/20247/dank.png","DANK","DANK","DarkKush","DarkKush (DANK)","X13","PoW/PoS","0","3000000","N/A","N/A","20",false,true
"3641","/coins/give/overview","/media/20297/give.png","GIVE","GIVE","GiveCoin","GiveCoin (GIVE)","X11","PoW","0","500000000","N/A","N/A","21",false,true
"3642","/coins/kobo/overview","/media/20329/kobo.png","KOBO","KOBO","KoboCoin","KoboCoin (KOBO)","X15","PoW/PoS","0","350000000","N/A","N/A","22",false,true
"3643","/coins/dt/overview","/media/20031/dt.png","DT","DT","DarkToken","DarkToken (DT)","NIST5","PoW/PoS","0","0","N/A","N/A","23",false,true
"3644","/coins/ceti/overview","/media/20228/ceti.png","CETI","CETI","CETUS Coin","CETUS Coin (CETI)","Scrypt","PoW/PoS","0","0","N/A","N/A","24",false,true
"3645","/coins/sup/overview","/media/20442/sup.png","SUP","SUP","Supcoin","Supcoin (SUP)","N/A","PoW","0","0","N/A","N/A","25",false,true
"3646","/coins/xpd/overview","/media/20162/xpd.png","XPD","XPD","PetroDollar","PetroDollar (XPD)","SHA256D","N/A","0","122107462","N/A","N/A","26",false,true
"3647","/coins/geo/overview","/media/20292/geo.png","GEO","GEO","GeoCoin","GeoCoin (GEO)","Scrypt","N/A","0","1000000000","N/A","N/A","27",false,true
"3648","/coins/chash/overview","/media/20231/chash.png","CHASH","CHASH","CleverHash","CleverHash (CHASH)","N/A","N/A","0","0","N/A","N/A","28",false,true
"3649","/coins/spr/overview","/media/20438/spr.png","SPR","SPR","Spreadcoin","Spreadcoin (SPR)","X11","PoW","0","20000000","N/A","N/A","29",false,true
"3650","/coins/nxti/overview","/media/20376/nxti.png","NXTI","NXTI","NXTI","NXTI (NXTI)","N/A","N/A","0","N/A","N/A","N/A","30",false,true
"3653","/coins/wolf/overview","/media/20559/wolf.png","WOLF","WOLF","Insanity Coin","Insanity Coin (WOLF)","X11","PoW","0","50000000","N/A","N/A","31",false,true
"3655","/coins/xdp/overview","/media/20560/xdp.png","XDP","XDP","DogeParty","DogeParty (XDP)","N/A","N/A","0","0","N/A","N/A","32",false,true
"4322","/coins/ac/overview","/media/19593/ac.png","AC","AC","Asia Coin","Asia Coin (AC)","Scrypt","PoS","0","N/A","N/A","N/A","35",false,true
"4323","/coins/acoin/overview","/media/20079/acoin.png","ACOIN","ACOIN","ACoin","ACoin (ACOIN)","SHA256","PoW","0","1600000","N/A","N/A","36",false,true
"4324","/coins/aero/overview","/media/19594/aero.png","AERO","AERO","Aero Coin","Aero Coin (AERO)","X13","PoS","0","7000000","N/A","N/A","37",false,true
"4325","/coins/alf/overview","/media/19600/alf.png","ALF","ALF","AlphaCoin","AlphaCoin (ALF)","Scrypt","PoW","0","210182000","N/A","N/A","38",false,true
"4326","/coins/ags/overview","/media/19595/ags.png","AGS","AGS","Aegis","Aegis (AGS)","X13","PoS","0","0","N/A","N/A","39",false,true
"4327","/coins/amc/overview","/media/19601/amc.png","AMC","AMC","AmericanCoin","AmericanCoin (AMC)","Scrypt","PoW","0","168000000","N/A","N/A","40",false,true
"4328","/coins/aln/overview","/media/20080/aln.png","ALN","ALN","AlienCoin","AlienCoin (ALN)","Scrypt","PoW","0","200000000","N/A","N/A","41",false,true
"4330","/coins/apex/overview","/media/19599/apex.png","APEX","APEX","ApexCoin","ApexCoin (APEX)","X13","PoW/PoS","0","6000000","N/A","N/A","43",false,true
"4331","/coins/arch/overview","/media/20085/arch.png","ARCH","ARCH","ArchCoin","ArchCoin (ARCH)","Scrypt","PoS","0","16403135","N/A","N/A","44",false,true
"4371","/coins/arg/overview","/media/19602/arg.png","ARG","ARG","Argentum","Argentum (ARG)","Scrypt","PoW","0","64000000","N/A","N/A","45",false,true
"4332","/coins/ari/overview","/media/20082/ari.png","ARI","ARI","AriCoin","AriCoin (ARI)","Scrypt","PoW","0","322649400","N/A","N/A","46",false,true
"4333","/coins/aur/overview","/media/19608/aur.png","AUR","AUR","Aurora Coin","Aurora Coin (AUR)","Scrypt","PoW/PoS","0","21000000","N/A","N/A","47",false,true
"4334","/coins/axr/overview","/media/20086/axr.png","AXR","AXR","AXRON","AXRON (AXR)","N/A","N/A","0","0","N/A","N/A","48",false,true
"4335","/coins/bcx/overview","/media/19620/bcx.png","BCX","BCX","BattleCoin","BattleCoin (BCX)","SHA256","PoS","0","100000000","N/A","N/A","49",false,true
"4336","/coins/ben/overview","/media/19617/ben.png","BEN","BEN","Benjamins","Benjamins (BEN)","SHA256","PoW","0","12800000","N/A","N/A","50",false,true
"4337","/coins/bet/overview","/media/19621/bet.png","BET","BET","BetaCoin","BetaCoin (BET)","SHA256","PoW","0","32000000","N/A","N/A","51",false,true
"4338","/coins/bitb/overview","/media/350879/bitb.png","BITB","BITB","BitBean","BitBean (BITB)","SHA256","PoW/PoS","0","50000000000","N/A","N/A","52",false,true
"4340","/coins/blu/overview","/media/19624/blu.png","BLU","BLU","BlueCoin","BlueCoin (BLU)","X11","PoW/PoS","0","500000000","N/A","N/A","53",false,true
"4339","/coins/blk/overview","/media/351795/blk.png","BLK","BLK","BlackCoin","BlackCoin (BLK)","Scrypt","PoS","0","N/A","N/A","N/A","54",false,true
"4342","/coins/bost/overview","/media/19626/bost.png","BOST","BOST","BoostCoin","BoostCoin (BOST)","X13","PoW/PoS","0","N/A","N/A","N/A","56",false,true
"4343","/coins/bqc/overview","/media/19631/bqc.png","BQC","BQC","BQCoin","BQCoin (BQC)","Scrypt","PoW","0","88000000","N/A","N/A","57",false,true
"4345","/coins/xmy/overview","/media/19815/myr.png","XMY","XMY","MyriadCoin","MyriadCoin (XMY)","Multiple","PoW","0","2000000000","N/A","N/A","58",false,true
"4346","/coins/moon/overview","/media/19802/moon.png","MOON","MOON","MoonCoin","MoonCoin (MOON)","Scrypt","PoW","0","384000000000","N/A","N/A","59",false,true
"4347","/coins/zet/overview","/media/19993/zet.png","ZET","ZET","ZetaCoin","ZetaCoin (ZET)","SHA256","PoW","0","N/A","N/A","N/A","60",false,true
"4349","/coins/qtl/overview","/media/19879/qtl.png","QTL","QTL","Quatloo","Quatloo (QTL)","Scrypt","PoW","0","100000000","N/A","N/A","62",false,true
"4350","/coins/enrg/overview","/media/19697/enrg.png","ENRG","ENRG","EnergyCoin","EnergyCoin (ENRG)","Scrypt","PoW/PoS","0","0","N/A","N/A","63",false,true
"4351","/coins/qrk/overview","/media/19882/qrk.png","QRK","QRK","QuarkCoin","QuarkCoin (QRK)","Multiple","PoW","0","247000000","N/A","N/A","64",false,true
"4352","/coins/ric/overview","/media/19888/ric.jpg","RIC","RIC","Riecoin","Riecoin (RIC)","Groestl","PoW","0","84000000","N/A","N/A","65",false,true
"4353","/coins/dgc/overview","/media/19676/dgc.png","DGC","DGC","DigiCoin","DigiCoin (DGC)","Scrypt","PoW","0","48166000","N/A","N/A","66",false,true
"4354","/coins/limx/overview","/media/19769/limx.png","LIMX","LIMX","LimeCoinX","LimeCoinX (LIMX)","X11","PoW","0","21000000 ","N/A","N/A","67",false,true
"4399","/coins/btb/overview","/media/20083/bitb.png","BTB","BTB","BitBar","BitBar (BTB)","Scrypt","PoW/PoS","0","500000","N/A","N/A","69",false,true
"4406","/coins/caix/overview","/media/20226/caix.png","CAIx","CAIX","CAIx","CAIx (CAIx)","Scrypt","PoS","0","0","N/A","N/A","70",false,true
"4401","/coins/bte/overview","/media/19632/bte.png","BTE","BTE","ByteCoin","ByteCoin (BTE)","SHA256","PoW","0","21000000 ","N/A","N/A","71",false,true
"4402","/coins/btgstar/overview","/media/19634/btg.png","BTG*","BTG*","BitGem","BitGem (BTG*)","Scrypt","PoW/PoS","0","1500000","N/A","N/A","72",false,true
"4403","/coins/btm/overview","/media/20084/btm.png","BTM","BTM","BitMark","BitMark (BTM)","Scrypt","PoW","0","27580000","N/A","N/A","73",false,true
"4404","/coins/buk/overview","/media/19637/buk.png","BUK","BUK","CryptoBuk","CryptoBuk (BUK)","Scrypt","PoW/PoS","0","100000000","N/A","N/A","74",false,true
"4405","/coins/cach/overview","/media/19642/cach.png","CACH","CACH","Cachecoin","Cachecoin (CACH)","Scrypt","PoW","0","2000000000","N/A","N/A","75",false,true
"4407","/coins/cann/overview","/media/20015/cann.png","CANN","CANN","CannabisCoin","CannabisCoin (CANN)","X11","PoW","0","N/A","N/A","N/A","76",false,true
"4408","/coins/cap/overview","/media/20017/cap.png","CAP","CAP","BottleCaps","BottleCaps (CAP)","Scrypt","PoW/PoS","0","47433600","N/A","N/A","77",false,true
"4409","/coins/cash/overview","/media/20016/cash.png","CASH","CASH","CashCoin","CashCoin (CASH)","Scrypt","PoW/PoS","0","47433600","N/A","N/A","78",false,true
"4410","/coins/cat1/overview","/media/19644/cat.png","CAT1","CAT1","Catcoin","Catcoin (CAT1)","Scrypt","PoW","0","21000000 ","N/A","N/A","79",false,true
"4412","/coins/ccn/overview","/media/19643/ccn.png","CCN","CCN","CannaCoin","CannaCoin (CCN)","Scrypt","PoW","0","13140000","N/A","N/A","81",false,true
"4413","/coins/cin/overview","/media/20698/cinder.png","CIN","CIN","CinderCoin","CinderCoin (CIN)","Multiple","PoW/PoS","0","114000000","N/A","N/A","82",false,true
"4414","/coins/cinni/overview","/media/19651/cinni.jpeg","CINNI","CINNI","CINNICOIN","CINNICOIN (CINNI)","Scrypt","PoW","0","15000000","N/A","N/A","83",false,true
"4415","/coins/cxc/overview","/media/20246/cxc.png","CXC","CXC","CheckCoin","CheckCoin (CXC)","N/A","PoS","0","100000000","N/A","N/A","84",false,true
"4416","/coins/clam/overview","/media/20020/clam.png","CLAM","CLAM","CLAMS","CLAMS (CLAM)","N/A","PoW","0","N/A","N/A","N/A","85",false,true
"4417","/coins/cloak/overview","/media/19994/cloak.png","CLOAK","CLOAK","CloakCoin","CloakCoin (CLOAK)","X13","PoW/PoS","0","N/A","N/A","N/A","86",false,true
"4418","/coins/clr/overview","/media/19657/clr.png","CLR","CLR","CopperLark","CopperLark (CLR)","SHA256","PoW","0","27200000","N/A","N/A","87",false,true
"4419","/coins/cmc/overview","/media/20019/cmc.png","CMC","CMC","CosmosCoin","CosmosCoin (CMC)","Scrypt","PoW/PoS","0","100000000","N/A","N/A","88",false,true
"4420","/coins/cnc/overview","/media/20021/cnc.png","CNC","CNC","ChinaCoin","ChinaCoin (CNC)","Scrypt","PoW","0","462500000","N/A","N/A","89",false,true
"4421","/coins/cnl/overview","/media/20024/cnl.png","CNL","CNL","ConcealCoin","ConcealCoin (CNL)","X11","PoW","0","8500000","N/A","N/A","90",false,true
"4422","/coins/comm/overview","/media/19661/comm.png","COMM","COMM","Community Coin","Community Coin (COMM)","Scrypt","PoW/PoS","0","1000000000","N/A","N/A","91",false,true
"4423","/coins/cool/overview","/media/19658/cool.png","COOL","COOL","CoolCoin","CoolCoin (COOL)","Scrypt","PoS","0","100000000","N/A","N/A","92",false,true
"4424","/coins/crack/overview","/media/20023/crack.png","CRACK","CRACK","CrackCoin","CrackCoin (CRACK)","X11","PoW","0","6000000","N/A","N/A","93",false,true
"4426","/coins/crcstar/overview","/media/19665/crc.png","CRC*","CRC*","CraftCoin","CraftCoin (CRC*)","Scrypt","PoW","0","100000000","N/A","N/A","94",false,false
"4427","/coins/crypt/overview","/media/19664/crypt.png","CRYPT","CRYPT","CryptCoin","CryptCoin (CRYPT)","X11","PoW","0","18000000","N/A","N/A","95",false,true
"4429","/coins/dem/overview","/media/20028/dem.png","DEM","DEM","eMark","eMark (DEM)","SHA256","PoW/PoS","0","210000000","N/A","N/A","97",false,true
"4431","/coins/dmd/overview","/media/19680/dmd.png","DMD","DMD","Diamond","Diamond (DMD)","Groestl","PoW/PoS","0","4380000","N/A","N/A","98",false,true
"4434","/coins/drkc/overview","/media/20027/drkc.png","DRKC","DRKC","DarkCash","DarkCash (DRKC)","X11","PoW/PoS","0","3720000","N/A","N/A","100",false,true
"4435","/coins/dsb/overview","/media/20034/dsb.png","DSB","DSB","DarkShibe","DarkShibe (DSB)","Scrypt","PoW","0","2043962","N/A","N/A","101",false,true
"4436","/coins/dvc/overview","/media/20563/dvc.png","DVC","DVC","DevCoin","DevCoin (DVC)","SHA256","PoW","0","21000000000","N/A","N/A","102",false,true
"4438","/coins/efl/overview","/media/19692/efl.png","EFL","EFL","E-Gulden","E-Gulden (EFL)","Scrypt","PoW","0","21000000 ","N/A","N/A","104",false,true
"4439","/coins/elc/overview","/media/19694/elc.png","ELC","ELC","Elacoin","Elacoin (ELC)","Scrypt","PoW","0","75000000","N/A","N/A","105",false,true
"4440","/coins/emc2/overview","/media/20033/emc2.png","EMC2","EMC2","Einsteinium","Einsteinium (EMC2)","Scrypt","PoW","0","299792458","N/A","N/A","106",false,true
"4441","/coins/emd/overview","/media/20278/emd.png","EMD","EMD","Emerald","Emerald (EMD)","Scrypt","PoW","0","31499000\t","N/A","N/A","107",false,true
"4442","/coins/excl/overview","/media/20035/excl.png","EXCL","EXCL","Exclusive Coin","Exclusive Coin (EXCL)","PoS","PoS","0","4000000","N/A","N/A","108",false,true
"4443","/coins/exe/overview","/media/19700/exe.png","EXE","EXE","ExeCoin","ExeCoin (EXE)","Scrypt","PoW","0","21000000 ","N/A","N/A","109",false,true
"4444","/coins/ezc/overview","/media/19702/ezc.png","EZC","EZC","EZCoin","EZCoin (EZC)","Scrypt","PoW","0","84000000","N/A","N/A","110",false,true
"4445","/coins/flap/overview","/media/20032/flap.png","FLAP","FLAP","Flappy Coin","Flappy Coin (FLAP)","Scrypt","PoW","0","100000000000","N/A","N/A","111",false,true
"4446","/coins/fc2/overview","/media/19719/fuel.png","FC2","FC2","Fuel2Coin","Fuel2Coin (FC2)","X11","PoS","0","100000000","N/A","N/A","112",false,true
"4447","/coins/ffc/overview","/media/19706/ffc.png","FFC","FFC","FireflyCoin","FireflyCoin (FFC)","SHA256","PoW","0","700000000000","N/A","N/A","113",false,true
"4448","/coins/fibre/overview","/media/20030/fibre.png","FIBRE","FIBRE","FIBRE","FIBRE (FIBRE)","NIST5","PoW/PoS","0","624000","N/A","N/A","114",false,true
"4521","/coins/frc/overview","/media/1382629/frc.png","FRC","FRC","FireRoosterCoin","FireRoosterCoin (FRC)","SHA256","PoW","0","2602410","N/A","N/A","115",false,true
"4449","/coins/flt/overview","/media/19709/flt.png","FLT","FLT","FlutterCoin","FlutterCoin (FLT)","Scrypt","PoS/PoW/PoT","0","0","N/A","N/A","116",false,true
"4522","/coins/frk/overview","/media/19712/frk.png","FRK","FRK","Franko","Franko (FRK)","Scrypt","PoW","0","11235813","N/A","N/A","117",false,true
"4450","/coins/frac/overview","/media/19710/frac.png","FRAC","FRAC","FractalCoin","FractalCoin (FRAC)","X11","PoW","0","1000000","N/A","N/A","118",false,true
"4523","/coins/fst/overview","/media/19720/fst.png","FST","FST","FastCoin","FastCoin (FST)","Scrypt","PoW","0","165888000","N/A","N/A","119",false,true
"4524","/coins/ftc/overview","/media/19718/ftc.png","FTC","FTC","FeatherCoin","FeatherCoin (FTC)","Scrypt","PoW","0","336000000","N/A","N/A","120",false,true
"4526","/coins/gdc/overview","/media/20054/gdc.png","GDC","GDC","GrandCoin","GrandCoin (GDC)","Scrypt","PoW","0","1420609614","N/A","N/A","122",false,true
"4527","/coins/glc/overview","/media/19724/glc.png","GLC","GLC","GlobalCoin","GlobalCoin (GLC)","Scrypt","PoW","0","70000000","N/A","N/A","123",false,true
"4528","/coins/gld/overview","/media/19723/gld.png","GLD","GLD","GoldCoin","GoldCoin (GLD)","Scrypt","PoW","0","72245700","N/A","N/A","124",false,true
"4529","/coins/glx/overview","/media/19728/glx.png","GLX","GLX","GalaxyCoin","GalaxyCoin (GLX)","Scrypt","PoW/PoS","0","538214400","N/A","N/A","125",false,true
"4530","/coins/glyph/overview","/media/19725/glyph.png","GLYPH","GLYPH","GlyphCoin","GlyphCoin (GLYPH)","X11","PoW/PoS","0","7000000","N/A","N/A","126",false,true
"4531","/coins/gml/overview","/media/19726/gml.png","GML","GML","GameLeagueCoin","GameLeagueCoin (GML)","Scrypt","PoW/PoS","0","500000000","N/A","N/A","127",false,true
"4532","/coins/gue/overview","/media/19732/gue.png","GUE","GUE","GuerillaCoin","GuerillaCoin (GUE)","X11","PoW/PoS","0","19500000","N/A","N/A","128",false,true
"4533","/coins/hal/overview","/media/20036/hal.png","HAL","HAL","Halcyon","Halcyon (HAL)","X15","PoW/PoS","0","0","N/A","N/A","129",false,true
"4534","/coins/hbn/overview","/media/19735/hbn.png","HBN","HBN","HoboNickels","HoboNickels (HBN)","Scrypt","PoW/PoS","0","120000000","N/A","N/A","130",false,true
"4535","/coins/huc/overview","/media/20037/hun.png","HUC","HUC","HunterCoin","HunterCoin (HUC)","Multiple","PoW","0","42000000","N/A","N/A","131",false,true
"4536","/coins/hvc/overview","/media/19745/hvc.png","HVC","HVC","HeavyCoin","HeavyCoin (HVC)","Multiple","PoW","0","128000000","N/A","N/A","132",false,true
"4537","/coins/hyp/overview","/media/20624/hyp.png","HYP","HYP","Hyperstake","Hyperstake (HYP)","X11","PoW/PoS","0","0","N/A","N/A","133",false,true
"4538","/coins/icb/overview","/media/19747/icb.png","ICB","ICB","IceBergCoin","IceBergCoin (ICB)","NIST5","PoW/PoS","0","8750000","N/A","N/A","134",false,true
"4539","/coins/ifc/overview","/media/19754/ifc.png","IFC","IFC","Infinite Coin","Infinite Coin (IFC)","Scrypt","PoW","0","9060000000000000000","N/A","N/A","135",false,true
"4540","/coins/ioc/overview","/media/20042/ioc.png","IOC","IOC","IOCoin","IOCoin (IOC)","X11","PoW/PoS","0","N/A","N/A","N/A","136",false,true
"4541","/coins/ixc/overview","/media/19761/ixc.png","IXC","IXC","IXcoin","IXcoin (IXC)","SHA256","PoW","0","21000000","N/A","N/A","137",false,true
"4542","/coins/jbs/overview","/media/20044/jbs.png","JBS","JBS","JumBucks Coin","JumBucks Coin (JBS)","X11","PoW/PoS","0","3293010","N/A","N/A","138",false,true
"4543","/coins/jkc/overview","/media/19757/jkc.png","JKC","JKC","JunkCoin","JunkCoin (JKC)","Scrypt","PoW","0","107000000","N/A","N/A","139",false,true
"4544","/coins/judge/overview","/media/20038/judge.png","JUDGE","JUDGE","JudgeCoin","JudgeCoin (JUDGE)","X13","PoW/PoS","0","21600000","N/A","N/A","140",false,true
"4545","/coins/kdc/overview","/media/19766/kdc.png","KDC","KDC","Klondike Coin","Klondike Coin (KDC)","Scrypt","PoW","0","20000000","N/A","N/A","141",false,true
"4546","/coins/keystar/overview","/media/20331/key.png","KEY*","KEY*","KeyCoin","KeyCoin (KEY*)","X13","PoW/PoS","0","1000000","N/A","N/A","142",false,true
"4547","/coins/kgc/overview","/media/19763/kgc.png","KGC","KGC","KrugerCoin","KrugerCoin (KGC)","Scrypt","PoW","0","265420800","N/A","N/A","143",false,true
"4548","/coins/labstar/overview","/media/20040/lab.png","LAB*","LAB*","CoinWorksCoin","CoinWorksCoin (LAB*)","Multiple","PoW","0","1000000","N/A","N/A","144",false,false
"4549","/coins/lgdstar/overview","/media/19770/lgd.png","LGD*","LGD*","Legendary Coin","Legendary Coin (LGD*)","Scrypt","PoW/PoS","0","10000000","N/A","N/A","145",false,false
"4550","/coins/lk7/overview","/media/19776/lk7.png","LK7","LK7","Lucky7Coin","Lucky7Coin (LK7)","Scrypt","PoW/PoS","0","99792000","N/A","N/A","146",false,true
"4551","/coins/lky/overview","/media/19774/lky.png","LKY","LKY","LuckyCoin","LuckyCoin (LKY)","Scrypt","PoW","0","20000000","N/A","N/A","147",false,true
"4552","/coins/lsd/overview","/media/20041/lsd.png","LSD","LSD","LightSpeedCoin","LightSpeedCoin (LSD)","NIST5","PoW/PoS","0","900000","N/A","N/A","148",false,true
"4553","/coins/ltb/overview","/media/20336/ltb.png","LTB","LTB","Litebar ","Litebar  (LTB)","Scrypt","PoW","0","1350000","N/A","N/A","149",false,true
"4554","/coins/ltcd/overview","/media/20043/ltcd.png","LTCD","LTCD","LitecoinDark","LitecoinDark (LTCD)","Scrypt","PoW","0","82003200","N/A","N/A","150",false,true
"4555","/coins/ltcx/overview","/media/19779/ltcx.png","LTCX","LTCX","LitecoinX","LitecoinX (LTCX)","X11","PoW","0","84000000","N/A","N/A","151",false,true
"4556","/coins/lxc/overview","/media/20045/lxc.png","LXC","LXC","LibrexCoin","LibrexCoin (LXC)","X11","PoW/PoS","0","1000000","N/A","N/A","152",false,true
"4557","/coins/lyc/overview","/media/19785/lyc.png","LYC","LYC","LycanCoin","LycanCoin (LYC)","Scrypt","PoW","0","4950000000","N/A","N/A","153",false,true
"4558","/coins/max/overview","/media/19786/max.png","MAX","MAX","MaxCoin","MaxCoin (MAX)","SHA3","PoW/PoS","0","100000000","N/A","N/A","154",false,true
"4559","/coins/mec/overview","/media/19789/mec.png","MEC","MEC","MegaCoin","MegaCoin (MEC)","Scrypt","PoW","0","42000000","N/A","N/A","155",false,true
"4560","/coins/med/overview","/media/20046/med.png","MED","MED","MediterraneanCoin","MediterraneanCoin (MED)","HybridScryptHash256","PoW","0","200000000","N/A","N/A","156",false,true
"4561","/coins/min/overview","/media/19793/min.png","MIN","MIN","Minerals Coin","Minerals Coin (MIN)","X11","PoW/PoS","0","1000000","N/A","N/A","157",false,true
"4562","/coins/mint/overview","/media/19797/mint.png","MINT","MINT","MintCoin","MintCoin (MINT)","Scrypt","PoS","0","0","N/A","N/A","158",false,true
"4563","/coins/mn/overview","/media/19796/mn1.png","MN","MN","Cryptsy Mining Contract","Cryptsy Mining Contract (MN)","SHA256","PoW","0","0","N/A","N/A","159",false,true
"4564","/coins/mnc/overview","/media/19805/mincoin.png","MNC","MNC","MinCoin","MinCoin (MNC)","Scrypt","PoW","0","10000000","N/A","N/A","160",false,true
"4566","/coins/mry/overview","/media/19807/mry.jpg","MRY","MRY","MurrayCoin","MurrayCoin (MRY)","Scrypt","PoW","0","58000000","N/A","N/A","162",false,true
"4567","/coins/myststar/overview","/media/20053/myst.png","MYST*","MYST*","MysteryCoin","MysteryCoin (MYST*)","X11","PoW","0","32433366","N/A","N/A","163",false,true
"4568","/coins/mzc/overview","/media/19816/mzc.png","MZC","MZC","MazaCoin","MazaCoin (MZC)","SHA256","PoW/PoS","0","2419200000","N/A","N/A","164",false,true
"4569","/coins/nan/overview","/media/19821/nan.png","NAN","NAN","NanoToken","NanoToken (NAN)","Scrypt","PoW","0","80000000","N/A","N/A","165",false,true
"4570","/coins/naut/overview","/media/19822/naut.png","NAUT","NAUT","Nautilus Coin","Nautilus Coin (NAUT)","Scrypt","PoS","0","16180000","N/A","N/A","166",false,true
"4571","/coins/nav/overview","/media/351431/nav.png","NAV","NAV","NavCoin","NavCoin (NAV)","X13","PoW/PoS","0","0","N/A","N/A","167",false,true
"4572","/coins/nbl/overview","/media/19825/nbl.png","NBL","NBL","Nybble","Nybble (NBL)","Scrypt","PoW","0","210000000","N/A","N/A","168",false,true
"4573","/coins/nec/overview","/media/19824/nec.png","NEC","NEC","NeoCoin","NeoCoin (NEC)","Scrypt","PoW/PoS","0","80000000","N/A","N/A","169",false,true
"4574","/coins/net/overview","/media/19826/net.png","NET","NET","NetCoin","NetCoin (NET)","Scrypt","PoW","0","N/A","N/A","N/A","170",false,true
"4575","/coins/nmb/overview","/media/20049/nmb.png","NMB","NMB","Nimbus Coin","Nimbus Coin (NMB)","X15","PoW/PoS","0","25000000","N/A","N/A","171",false,true
"4576","/coins/nrb/overview","/media/19839/nrb.png","NRB","NRB","NoirBits","NoirBits (NRB)","SHA256","PoW","0","50000000","N/A","N/A","172",false,true
"4577","/coins/nobl/overview","/media/19833/nobl.png","NOBL","NOBL","NobleCoin","NobleCoin (NOBL)","Scrypt","PoW","0","15000000000","N/A","N/A","173",false,true
"4578","/coins/nrs/overview","/media/19834/nrs.png","NRS","NRS","NoirShares","NoirShares (NRS)","Scrypt","PoW/PoS","0","5000000","N/A","N/A","174",false,true
"4579","/coins/nvc/overview","/media/20713/nvc.png","NVC","NVC","NovaCoin","NovaCoin (NVC)","Scrypt","PoW/PoS","0","N/A","N/A","N/A","175",false,true
"4580","/coins/nmc/overview","/media/19830/nmc.png","NMC","NMC","NameCoin","NameCoin (NMC)","SHA256","PoW","0","21000000","N/A","N/A","176",false,true
"4581","/coins/nyan/overview","/media/19842/nyan.png","NYAN","NYAN","NyanCoin","NyanCoin (NYAN)","Scrypt","PoW","0","337000","N/A","N/A","177",false,true
